SeniorCitizen,WeekendBouncer,avgBounceTime,bounceInStreet,PaperlessBilling,monthlyDistanceBounced,totalDistanceBounced,Churn,phoneType,avgBounceDistance,avgBounceHeight
Yes,No,17,Yes,Yes,94.8,1563.9,No_Churn,Android,<1 ft.,<1 ft.
No,No,29,No,Yes,45.9,1332.4,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,6,Yes,Yes,105.3,545.2,Churn,Android,<1 ft.,<1 ft.
No,No,63,Yes,No,102.6,6296.75,No_Churn,Android,<1 ft.,2+ ft.
No,No,16,Yes,Yes,73.85,1284.2,Churn,Android,<1 ft.,<1 ft.
No,No,59,Yes,Yes,61.35,3645.5,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,3,Yes,No,57.55,161.45,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,8,No,Yes,29.25,226.95,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,7,Yes,Yes,84.55,646.85,Churn,Android,<1 ft.,<1 ft.
No,No,68,Yes,No,19.6,1441.65,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,68,Yes,No,111.75,7511.3,No_Churn,Android,1-4 ft.,2+ ft.
Yes,No,52,Yes,Yes,106.5,5621.85,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,72,Yes,Yes,107.7,7919.8,No_Churn,Android,1-4 ft.,2+ ft.
No,No,32,Yes,No,19.3,593.2,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,72,Yes,No,20.05,1423.65,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,1,Yes,Yes,69.95,69.95,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,42,Yes,No,63.7,2763.35,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,25,Yes,No,24.75,692.1,Churn,IPhone,4+ ft.,2+ ft.
No,No,45,Yes,Yes,50.9,2298.55,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,43,No,Yes,60.4,2640.55,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,37,Yes,No,79.25,2911.8,No_Churn,Unknown,<1 ft.,1-2 ft.
Yes,No,20,Yes,Yes,85.8,1727.5,Churn,Android,<1 ft.,<1 ft.
No,No,4,No,Yes,24.45,86.6,Churn,Unknown,<1 ft.,<1 ft.
No,No,63,Yes,Yes,110.1,6705.7,No_Churn,Android,1-4 ft.,2+ ft.
No,No,3,Yes,No,90.7,237.65,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,66,Yes,Yes,25.3,1672.35,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,28,Yes,Yes,105.7,2979.5,Churn,Android,<1 ft.,<1 ft.
Yes,No,8,Yes,No,85.2,695.75,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,71,Yes,No,24.35,1654.6,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,1,No,Yes,24.25,24.25,Churn,Unknown,<1 ft.,<1 ft.
No,Yes,72,Yes,No,25.1,1857.85,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,16,Yes,Yes,54.55,825.1,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,66,Yes,No,96.6,6424.25,No_Churn,Android,1-4 ft.,2+ ft.
No,No,11,Yes,Yes,76.5,837.95,Churn,Android,<1 ft.,<1 ft.
No,No,51,Yes,Yes,81.15,4126.2,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,8,No,Yes,38.5,330.8,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,14,Yes,Yes,92.9,1337.45,No_Churn,Android,<1 ft.,<1 ft.
No,No,4,Yes,Yes,93.5,362.2,Churn,Android,1-4 ft.,<1 ft.
No,No,70,Yes,No,84.7,5991.05,No_Churn,Unknown,<1 ft.,2+ ft.
No,Yes,70,Yes,No,66,4891.5,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,No,54,Yes,Yes,101.5,5373.1,Churn,Android,<1 ft.,1-2 ft.
No,Yes,28,Yes,Yes,74.9,2068.55,Churn,Android,<1 ft.,<1 ft.
No,No,24,Yes,No,20.75,487.05,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,69,Yes,Yes,61.45,4131.2,No_Churn,Unknown,<1 ft.,2+ ft.
No,Yes,42,Yes,No,54.5,2301.15,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,2,Yes,Yes,69.6,131.65,Churn,Android,<1 ft.,<1 ft.
Yes,No,39,Yes,Yes,99.75,4036,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,45,Yes,Yes,109.75,4900.65,No_Churn,Android,1-4 ft.,2+ ft.
No,Yes,72,Yes,Yes,80.85,5727.45,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,38,Yes,No,20.3,743.05,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,72,Yes,Yes,67.8,4804.65,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,1,Yes,Yes,24.05,24.05,Churn,IPhone,4+ ft.,<1 ft.
No,Yes,72,Yes,Yes,19.8,1414.65,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,55,Yes,No,25.7,1443.65,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,51,No,Yes,56.15,2898.95,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,63,Yes,Yes,86.7,5309.5,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,1,Yes,No,20.4,20.4,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,23,Yes,Yes,19.65,451.55,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,1,Yes,No,50.55,50.55,Churn,Unknown,<1 ft.,<1 ft.
No,No,2,Yes,Yes,54.35,117.05,No_Churn,Unknown,1-4 ft.,<1 ft.
Yes,No,52,Yes,No,108.1,5839.3,No_Churn,Android,<1 ft.,<1 ft.
No,No,36,Yes,No,54.45,1893.5,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,1,Yes,No,45.35,45.35,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,28,Yes,No,59,1654.45,No_Churn,Unknown,<1 ft.,1-2 ft.
No,Yes,7,Yes,No,69.45,477.05,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,14,Yes,Yes,100.55,1415.55,Churn,Android,<1 ft.,<1 ft.
Yes,No,72,No,Yes,64.95,4546,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,1,Yes,Yes,20.5,20.5,Churn,IPhone,4+ ft.,<1 ft.
No,No,10,Yes,No,18.85,163.2,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,42,Yes,No,19.8,849.9,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,7,No,No,25.05,189.95,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,4,Yes,Yes,74.8,321.9,Churn,Android,<1 ft.,<1 ft.
No,Yes,72,Yes,Yes,114.3,8058.55,No_Churn,Android,1-4 ft.,2+ ft.
No,No,20,No,Yes,24.45,482.8,Churn,Unknown,<1 ft.,<1 ft.
No,No,63,Yes,No,109.2,7049.75,No_Churn,Android,1-4 ft.,2+ ft.
No,No,56,No,No,45.05,2560.1,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,5,Yes,Yes,51,286.8,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,72,Yes,Yes,110.45,7982.5,No_Churn,Android,1-4 ft.,2+ ft.
Yes,Yes,68,Yes,Yes,84.65,5683.6,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,67,Yes,No,60.05,3994.05,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,8,Yes,No,44.65,369.15,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,52,Yes,Yes,93.25,4631.7,No_Churn,Android,1-4 ft.,<1 ft.
No,Yes,18,Yes,Yes,20.25,401.95,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,59,Yes,No,25.45,1534.05,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,60,Yes,No,20.6,1093,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,7,Yes,Yes,94.1,701.3,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,59,No,No,34.8,1980.3,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,46,No,Yes,60.75,2893.4,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,5,Yes,Yes,51.35,262.3,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,59,No,Yes,64.05,3886.85,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,70,Yes,Yes,84.8,5917.55,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,14,Yes,Yes,71,914,Churn,Android,<1 ft.,<1 ft.
No,No,44,Yes,Yes,50.15,2139.1,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,64,Yes,Yes,94.6,5948.7,No_Churn,Android,<1 ft.,2+ ft.
No,Yes,58,No,No,59.75,3624.35,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,No,46,Yes,No,100.25,4753.85,No_Churn,Android,1-4 ft.,1-2 ft.
Yes,No,58,Yes,Yes,98.9,5780.7,No_Churn,Android,<1 ft.,<1 ft.
No,No,72,Yes,Yes,97.7,6869.7,No_Churn,Android,<1 ft.,2+ ft.
Yes,No,30,No,Yes,40.3,1172.95,Churn,Unknown,<1 ft.,<1 ft.
Yes,No,11,Yes,No,60.25,662.95,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,34,No,Yes,56.25,1765.95,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,54,No,No,46.2,2431.95,No_Churn,Unknown,<1 ft.,2+ ft.
No,No,3,No,Yes,50.6,155.35,Churn,Unknown,<1 ft.,<1 ft.
No,Yes,72,Yes,No,24.9,1859.2,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,40,Yes,Yes,84.85,3303.05,Churn,Android,1-4 ft.,<1 ft.
No,Yes,2,Yes,No,65.7,134.35,Churn,Unknown,<1 ft.,<1 ft.
No,Yes,54,Yes,No,63.35,3409.1,No_Churn,Unknown,<1 ft.,2+ ft.
No,No,14,Yes,No,50.1,709.5,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,1,Yes,No,70.5,70.5,Churn,Android,<1 ft.,<1 ft.
No,No,10,Yes,Yes,94.85,953.45,Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,No,50.15,50.15,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,1,Yes,No,19.75,19.75,Churn,IPhone,4+ ft.,<1 ft.
No,No,56,Yes,Yes,64.65,3665.55,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,68,Yes,Yes,79.6,5515.8,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,14,Yes,Yes,19.5,272,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,68,Yes,Yes,99.55,6668,No_Churn,Android,1-4 ft.,2+ ft.
Yes,No,55,Yes,Yes,74,4052.4,No_Churn,Android,<1 ft.,<1 ft.
No,No,16,No,Yes,38.9,664.4,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,9,Yes,Yes,79.55,718.55,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,14,Yes,Yes,65.45,937.6,Churn,Unknown,<1 ft.,<1 ft.
Yes,No,58,Yes,Yes,98.7,5812.6,Churn,Android,<1 ft.,<1 ft.
No,No,53,No,Yes,46.3,2546.85,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,70,Yes,Yes,99.35,6944.5,No_Churn,Android,<1 ft.,2+ ft.
Yes,Yes,14,Yes,Yes,95.8,1346.3,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,22,Yes,Yes,67.5,1544.05,Churn,Unknown,1-4 ft.,1-2 ft.
No,No,10,Yes,Yes,78.15,765.15,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,29,Yes,No,26.1,692.55,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,1,Yes,Yes,69.6,69.6,Churn,Android,<1 ft.,<1 ft.
No,No,49,Yes,No,84.35,4059.35,Churn,Unknown,1-4 ft.,1-2 ft.
Yes,No,68,Yes,Yes,100.2,6851.65,Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,No,78.05,78.05,Churn,Android,<1 ft.,<1 ft.
No,No,30,No,Yes,40.35,1187.05,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,72,Yes,No,79.2,5401.9,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,10,Yes,Yes,20.9,247,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,7,Yes,No,73.6,520,Churn,Android,<1 ft.,<1 ft.
No,No,9,Yes,Yes,74.75,706.6,Churn,Android,<1 ft.,<1 ft.
No,Yes,1,Yes,No,49.9,49.9,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,20,Yes,Yes,68.9,1370.35,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,1,Yes,Yes,20.25,20.25,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,29,Yes,Yes,76,2215.25,No_Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,No,74,74,No_Churn,Android,1-4 ft.,<1 ft.
No,No,3,Yes,Yes,82.3,214.4,No_Churn,Android,1-4 ft.,<1 ft.
No,No,20,Yes,Yes,89.4,1871.15,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,64,Yes,Yes,99.15,6171.2,No_Churn,Android,1-4 ft.,<1 ft.
No,No,1,Yes,Yes,20.2,20.2,Churn,IPhone,4+ ft.,<1 ft.
No,No,6,No,No,29.45,161.45,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,50,Yes,No,19.8,1013.2,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,6,Yes,Yes,59.15,336.7,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,7,Yes,No,44.75,333.65,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,72,Yes,Yes,90.8,6511.8,No_Churn,Android,<1 ft.,2+ ft.
No,No,8,Yes,Yes,49.55,393.45,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,67,Yes,No,106.7,7009.5,No_Churn,Android,1-4 ft.,2+ ft.
Yes,No,24,Yes,Yes,93.55,2264.05,Churn,Android,<1 ft.,<1 ft.
No,No,72,Yes,Yes,94.45,6921.7,No_Churn,Android,<1 ft.,2+ ft.
No,Yes,33,Yes,Yes,19.45,600.25,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,2,No,Yes,25.05,56.35,Churn,Unknown,<1 ft.,<1 ft.
No,No,70,Yes,No,67.95,4664.15,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,22,Yes,No,65.25,1441.8,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,59,Yes,Yes,99.45,5623.7,No_Churn,Android,<1 ft.,<1 ft.
No,No,36,Yes,Yes,20.35,695.85,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,51,Yes,No,19.95,1028.75,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,53,Yes,No,77.4,4155.95,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,20,Yes,No,19.7,395.6,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,63,Yes,No,99.7,6330.4,No_Churn,Android,<1 ft.,2+ ft.
No,No,40,Yes,No,74.8,2971.7,No_Churn,Android,<1 ft.,<1 ft.
No,No,35,Yes,Yes,19.15,638,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,26,Yes,No,78.95,2034.25,No_Churn,Android,<1 ft.,1-2 ft.
Yes,No,27,Yes,Yes,95.55,2510.2,Churn,Android,<1 ft.,<1 ft.
No,Yes,53,Yes,No,62.85,3419.5,No_Churn,Unknown,1-4 ft.,1-2 ft.
Yes,No,34,Yes,No,71.55,2427.35,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,19,Yes,Yes,94.95,1760.25,No_Churn,Android,<1 ft.,<1 ft.
No,No,43,Yes,Yes,86.1,3551.65,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,6,Yes,No,19.55,122.9,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,56,Yes,Yes,24.8,1424.2,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,57,No,Yes,39.3,2111.45,Churn,Unknown,<1 ft.,<1 ft.
No,Yes,34,Yes,Yes,84.05,2909.95,No_Churn,Android,<1 ft.,<1 ft.
No,No,10,No,No,36.25,374,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,1,Yes,Yes,20.25,20.25,Churn,IPhone,4+ ft.,<1 ft.
No,No,13,No,Yes,23.9,300.8,Churn,Unknown,<1 ft.,<1 ft.
No,No,56,Yes,No,98.6,5581.05,No_Churn,Android,<1 ft.,<1 ft.
No,No,55,Yes,Yes,103.65,5676.65,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,36,Yes,Yes,92.9,3379.25,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,47,Yes,No,19.9,942.95,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,12,Yes,Yes,20.1,232.4,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,1,Yes,Yes,85.45,85.45,Churn,Android,<1 ft.,<1 ft.
Yes,No,24,Yes,Yes,80.5,2088.45,No_Churn,Android,<1 ft.,<1 ft.
No,No,63,Yes,No,99.9,6137,Churn,Android,<1 ft.,1-2 ft.
Yes,No,35,No,Yes,39.85,1434.6,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,67,Yes,No,60.5,3870,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,25,Yes,Yes,84.8,2043.45,Churn,Android,<1 ft.,<1 ft.
No,No,21,Yes,No,103.85,2215,No_Churn,Android,<1 ft.,<1 ft.
No,No,13,Yes,No,67.8,842.25,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,35,Yes,Yes,75.2,2576.2,Churn,Android,<1 ft.,<1 ft.
Yes,No,71,Yes,No,24.85,1901,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,29,Yes,No,19.35,601.6,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,71,No,No,49.35,3515.25,Churn,Unknown,<1 ft.,2+ ft.
Yes,No,7,Yes,Yes,89,605.45,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,57,No,Yes,55,3094.05,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,65,Yes,No,76.15,4929.55,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,27,Yes,No,20.3,595.05,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,6,Yes,Yes,74.9,469.8,Churn,Android,<1 ft.,<1 ft.
Yes,No,72,Yes,Yes,117.35,8436.25,No_Churn,Android,1-4 ft.,2+ ft.
No,No,1,Yes,Yes,19.75,19.75,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,11,Yes,No,45.2,492,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,39,Yes,No,25.2,987.95,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,59,Yes,Yes,89.75,5496.9,No_Churn,Android,<1 ft.,<1 ft.
No,No,26,Yes,No,75,1908.35,No_Churn,Unknown,1-4 ft.,1-2 ft.
Yes,No,2,Yes,No,49.95,107.1,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,72,No,No,65.7,4575.35,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,65,Yes,No,67.05,4309.55,No_Churn,Unknown,<1 ft.,1-2 ft.
No,Yes,72,Yes,No,110.9,7922.75,No_Churn,Android,1-4 ft.,2+ ft.
No,No,6,Yes,Yes,87.95,522.35,No_Churn,Android,1-4 ft.,<1 ft.
Yes,No,32,Yes,No,19.8,587.7,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,50,Yes,No,75.7,3876.2,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,61,No,Yes,62.15,3778.85,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,15,Yes,Yes,101.25,1457.25,Churn,Android,<1 ft.,<1 ft.
No,No,72,Yes,No,115.15,8349.45,No_Churn,Android,1-4 ft.,2+ ft.
No,No,9,Yes,Yes,18.95,185.6,Churn,IPhone,4+ ft.,<1 ft.
No,No,1,Yes,No,19.5,19.5,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,12,Yes,Yes,86.55,1066.9,No_Churn,Android,<1 ft.,<1 ft.
No,No,37,No,No,28.6,973.55,Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,61,Yes,No,20.4,1226.45,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,18,Yes,No,19.8,342.3,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,21,Yes,No,45.65,985.05,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,68,No,Yes,56.4,3948.45,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,No,12,Yes,Yes,73.3,828.05,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,2,No,No,24.35,41.85,Churn,Unknown,<1 ft.,<1 ft.
No,No,62,Yes,Yes,101.35,6164.7,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,29,Yes,No,98.65,2862.75,Churn,Android,1-4 ft.,<1 ft.
No,Yes,1,No,No,33.6,33.6,No_Churn,Unknown,1-4 ft.,<1 ft.
Yes,No,5,Yes,Yes,79.9,343.95,Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,No,20.7,20.7,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,62,Yes,Yes,104.05,6590.5,No_Churn,Android,1-4 ft.,2+ ft.
No,Yes,36,Yes,No,20.25,717.95,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,28,Yes,Yes,103.3,2890.65,Churn,Android,1-4 ft.,<1 ft.
No,Yes,69,Yes,No,73.7,4885.85,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,11,Yes,Yes,96.2,1222.05,Churn,Android,1-4 ft.,<1 ft.
No,No,63,Yes,Yes,108.75,6871.7,No_Churn,Android,1-4 ft.,<1 ft.
No,No,23,Yes,No,20.15,405.6,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,10,Yes,No,19.75,208.25,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,71,Yes,Yes,25.95,1801.9,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,45,Yes,Yes,70.05,3062.45,No_Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,70,Yes,No,24.05,1764.75,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,22,Yes,Yes,84.75,1816.75,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,52,Yes,No,23.05,1255.1,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,55,Yes,Yes,104.15,5743.05,Churn,Android,1-4 ft.,1-2 ft.
No,No,65,No,No,59.95,3921.1,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,72,Yes,No,19.55,1463.45,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,10,Yes,No,19.6,189.45,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,7,Yes,No,20.05,96.8,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,No,5,Yes,Yes,85.55,408.5,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,24,Yes,No,78.6,1846.65,No_Churn,Unknown,<1 ft.,2+ ft.
No,Yes,72,Yes,Yes,116.8,8456.75,No_Churn,Android,1-4 ft.,2+ ft.
No,No,21,No,Yes,43.55,1011.5,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,69,No,Yes,60.8,4263.4,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,44,Yes,Yes,54.9,2549.1,No_Churn,Unknown,1-4 ft.,<1 ft.
Yes,Yes,61,Yes,Yes,65.2,3965.05,No_Churn,Unknown,<1 ft.,1-2 ft.
Yes,No,24,Yes,Yes,102.95,2496.7,Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,No,90.6,90.6,Churn,Android,<1 ft.,<1 ft.
No,No,6,Yes,Yes,50.8,288.05,Churn,Unknown,1-4 ft.,<1 ft.
No,No,4,Yes,Yes,90.05,368.1,Churn,Android,<1 ft.,<1 ft.
No,No,72,Yes,Yes,108.2,7840.6,No_Churn,Android,1-4 ft.,2+ ft.
No,No,72,Yes,No,92,6632.75,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,No,14,Yes,Yes,75.1,1013.35,No_Churn,Android,<1 ft.,<1 ft.
No,No,7,Yes,Yes,25.05,152.95,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,48,Yes,No,75.15,3772.65,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,55,Yes,No,19.5,1026.35,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,1,Yes,No,19.3,19.3,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,45,Yes,No,112.2,5031.85,No_Churn,Android,1-4 ft.,1-2 ft.
No,No,3,Yes,Yes,70.3,220.4,No_Churn,Android,<1 ft.,<1 ft.
No,No,71,Yes,No,19.6,1416.5,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,8,Yes,No,20.25,158.35,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,3,Yes,Yes,75.85,256.6,Churn,Android,<1 ft.,<1 ft.
No,Yes,69,Yes,No,80.65,5542.55,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,1,Yes,Yes,68.5,68.5,Churn,Android,<1 ft.,<1 ft.
Yes,No,72,Yes,Yes,115.75,8443.7,No_Churn,Android,1-4 ft.,2+ ft.
No,No,11,Yes,Yes,73.5,791.75,Churn,Android,<1 ft.,<1 ft.
No,No,71,Yes,No,80.6,5708.2,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,1,Yes,Yes,69.95,69.95,Churn,Android,<1 ft.,<1 ft.
No,No,33,No,No,59.55,2016.3,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,16,Yes,No,19.05,326.65,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,No,56,Yes,No,95.65,5471.75,No_Churn,Android,1-4 ft.,1-2 ft.
No,No,1,Yes,No,19.95,19.95,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,5,Yes,Yes,70.05,346.4,Churn,Unknown,<1 ft.,<1 ft.
No,Yes,57,Yes,No,19.4,1061.6,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,56,No,Yes,36.1,1971.5,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,8,Yes,Yes,94,773.65,Churn,Android,<1 ft.,<1 ft.
No,Yes,22,Yes,No,61.15,1422.05,Churn,Unknown,<1 ft.,<1 ft.
No,No,1,Yes,No,19.75,19.75,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,40,Yes,Yes,64.1,2460.35,No_Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,46,Yes,No,19.75,856.5,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,63,Yes,No,19.7,1275.85,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,68,Yes,Yes,110.2,7467.5,No_Churn,Android,<1 ft.,2+ ft.
No,Yes,69,Yes,Yes,106.35,7261.75,No_Churn,Android,1-4 ft.,2+ ft.
No,No,56,Yes,No,90.55,5116.6,No_Churn,Android,1-4 ft.,<1 ft.
No,Yes,10,Yes,Yes,65.9,660.05,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,63,Yes,No,104.5,6590.8,No_Churn,Android,1-4 ft.,1-2 ft.
No,Yes,24,No,Yes,52.5,1208.15,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,19,Yes,Yes,56.1,1033.9,No_Churn,Unknown,<1 ft.,<1 ft.
